session_id,total_ms,avg_ms_per_song,songs_in_session,session_start_hour,session_end_hour,avg_hour,day_of_week,unique_artists,first_artist,unique_tracks,session_start,session_end,session_duration_minutes,is_weekend,day_of_week_num,cluster
1200,3976593,189361.57142857142,21,19,21,19.952380952380953,Thursday,3,BTS,19,2019-07-25 19:48:38+00:00,2019-07-25 21:06:02+00:00,77.4,0,3,2
1201,445660,148553.33333333334,3,17,17,17.0,Friday,1,BTS,2,2019-07-26 17:14:07+00:00,2019-07-26 17:20:17+00:00,6.166666666666667,0,4,0
1202,2151677,143445.13333333333,15,21,21,21.0,Friday,3,BTS,14,2019-07-26 21:08:06+00:00,2019-07-26 21:46:37+00:00,38.516666666666666,0,4,0
1203,142676,142676.0,1,5,5,5.0,Saturday,1,Jay Park,1,2019-07-27 05:15:29+00:00,2019-07-27 05:15:29+00:00,0.0,1,5,3
1204,1079207,179867.83333333334,6,17,17,17.0,Sunday,6,Jay Park,6,2019-07-28 17:45:01+00:00,2019-07-28 17:59:29+00:00,14.466666666666667,1,6,0
1205,1614006,201750.75,8,22,23,22.25,Sunday,6,RM,8,2019-07-28 22:42:22+00:00,2019-07-28 23:05:26+00:00,23.066666666666666,1,6,0
1206,504096,252048.0,2,23,23,23.0,Sunday,2,BTS,2,2019-07-28 23:38:25+00:00,2019-07-28 23:38:25+00:00,0.0,1,6,0
1207,1549219,172135.44444444444,9,2,2,2.0,Monday,7,J Balvin,9,2019-07-29 02:34:17+00:00,2019-07-29 02:58:18+00:00,24.016666666666666,0,0,3
1208,816478,136079.66666666666,6,14,14,14.0,Monday,5,Demi Lovato,5,2019-07-29 14:02:19+00:00,2019-07-29 14:13:16+00:00,10.95,0,0,0
1209,2467217,164481.13333333333,15,14,15,14.2,Tuesday,4,Bebe Rexha,14,2019-07-30 14:30:58+00:00,2019-07-30 15:11:29+00:00,40.516666666666666,0,1,2
1210,38184,38184.0,1,17,17,17.0,Tuesday,1,BTS,1,2019-07-30 17:16:03+00:00,2019-07-30 17:16:03+00:00,0.0,0,1,0
1211,4667824,179531.6923076923,26,13,14,13.346153846153847,Thursday,15,BTS,25,2019-08-01 13:04:34+00:00,2019-08-01 14:28:05+00:00,83.51666666666667,0,3,2
1212,1471942,163549.11111111112,9,19,20,19.666666666666668,Thursday,8,ZICO,9,2019-08-01 19:52:38+00:00,2019-08-01 20:22:24+00:00,29.766666666666666,0,3,0
1213,1483066,164785.11111111112,9,3,3,3.0,Friday,7,Dua Lipa,8,2019-08-02 03:13:36+00:00,2019-08-02 03:43:13+00:00,29.616666666666667,0,4,3
1214,2560,2560.0,1,17,17,17.0,Friday,1,The Cab,1,2019-08-02 17:27:32+00:00,2019-08-02 17:27:32+00:00,0.0,0,4,0
1215,872617,174523.4,5,15,15,15.0,Tuesday,5,BTS,5,2019-08-06 15:00:12+00:00,2019-08-06 15:13:59+00:00,13.783333333333333,0,1,0
1216,1243805,155475.625,8,13,14,13.125,Wednesday,8,Enrique Iglesias,8,2019-08-07 13:40:47+00:00,2019-08-07 14:02:55+00:00,22.133333333333333,0,2,0
1217,5149269,190713.66666666666,27,18,19,18.444444444444443,Wednesday,21,Kygo,26,2019-08-07 18:02:45+00:00,2019-08-07 19:55:24+00:00,112.65,0,2,1
1218,0,0.0,1,21,21,21.0,Wednesday,1,Dua Lipa,1,2019-08-07 21:18:18+00:00,2019-08-07 21:18:18+00:00,0.0,0,2,0
1219,1126023,187670.5,6,22,22,22.0,Wednesday,6,Dua Lipa,6,2019-08-07 22:25:36+00:00,2019-08-07 22:43:10+00:00,17.566666666666666,0,2,0
1220,26356,26356.0,1,20,20,20.0,Thursday,1,The Chainsmokers,1,2019-08-08 20:16:46+00:00,2019-08-08 20:16:46+00:00,0.0,0,3,0
1221,535916,133979.0,4,13,14,13.75,Friday,3,The Chainsmokers,3,2019-08-09 13:59:24+00:00,2019-08-09 14:08:36+00:00,9.2,0,4,0
1222,5079,5079.0,1,15,15,15.0,Friday,1,Fall Out Boy,1,2019-08-09 15:02:34+00:00,2019-08-09 15:02:34+00:00,0.0,0,4,0
1223,479137,95827.4,5,18,18,18.0,Friday,4,Demi Lovato,4,2019-08-09 18:16:02+00:00,2019-08-09 18:25:35+00:00,9.55,0,4,0
1224,1217635,135292.77777777778,9,21,21,21.0,Friday,7,BTS,9,2019-08-09 21:23:02+00:00,2019-08-09 21:47:49+00:00,24.783333333333335,0,4,0
1225,859697,143282.83333333334,6,3,3,3.0,Saturday,5,Major Lazer,5,2019-08-10 03:01:25+00:00,2019-08-10 03:15:25+00:00,14.0,1,5,3
1226,1562000,156200.0,10,13,14,13.3,Saturday,8,Agust D,9,2019-08-10 13:43:30+00:00,2019-08-10 14:09:42+00:00,26.2,1,5,0
1227,4531692,188820.5,24,19,20,19.625,Saturday,13,j-hope,22,2019-08-10 19:32:05+00:00,2019-08-10 20:54:43+00:00,82.63333333333334,1,5,2
1228,28368,28368.0,1,2,2,2.0,Sunday,1,Steve Aoki,1,2019-08-11 02:11:33+00:00,2019-08-11 02:11:33+00:00,0.0,1,6,3
1229,400853,200426.5,2,3,3,3.0,Sunday,2,Post Malone,2,2019-08-11 03:19:17+00:00,2019-08-11 03:19:17+00:00,0.0,1,6,3
1230,647599,161899.75,4,18,19,18.5,Sunday,2,BTS,3,2019-08-11 18:55:43+00:00,2019-08-11 19:29:45+00:00,34.03333333333333,1,6,0
1231,1102896,137862.0,8,20,20,20.0,Sunday,7,EXO,8,2019-08-11 20:15:52+00:00,2019-08-11 20:34:12+00:00,18.333333333333332,1,6,0
1232,0,0.0,1,0,0,0.0,Monday,1,NCT 127,1,2019-08-12 00:42:27+00:00,2019-08-12 00:42:27+00:00,0.0,0,0,3
1233,928281,116035.125,8,3,3,3.0,Monday,6,NCT 127,7,2019-08-12 03:11:02+00:00,2019-08-12 03:35:03+00:00,24.016666666666666,0,0,3
1234,753726,125621.0,6,14,14,14.0,Monday,3,ZICO,3,2019-08-12 14:04:48+00:00,2019-08-12 14:25:57+00:00,21.15,0,0,0
1235,3783009,171954.95454545456,22,20,21,20.318181818181817,Monday,15,ZICO,21,2019-08-12 20:08:17+00:00,2019-08-12 21:19:57+00:00,71.66666666666667,0,0,2
1236,656300,164075.0,4,13,13,13.0,Tuesday,4,ZICO,4,2019-08-13 13:11:01+00:00,2019-08-13 13:20:58+00:00,9.95,0,1,0
1237,710269,142053.8,5,13,13,13.0,Thursday,5,GOT7,5,2019-08-15 13:24:51+00:00,2019-08-15 13:36:31+00:00,11.666666666666666,0,3,0
1238,55562,18520.666666666668,3,14,14,14.0,Thursday,1,EXO,1,2019-08-15 14:48:45+00:00,2019-08-15 14:48:46+00:00,0.016666666666666666,0,3,0
1239,385088,77017.6,5,2,3,2.8,Friday,4,AREA21,4,2019-08-16 02:57:54+00:00,2019-08-16 03:03:35+00:00,5.683333333333334,0,4,3
1240,3987352,153359.6923076923,26,2,4,3.0384615384615383,Saturday,20,Charmes,25,2019-08-17 02:55:42+00:00,2019-08-17 04:09:12+00:00,73.5,1,5,2
1241,1701040,121502.85714285714,14,19,19,19.0,Saturday,13,Imagine Dragons,13,2019-08-17 19:11:22+00:00,2019-08-17 19:44:21+00:00,32.983333333333334,1,5,2
1242,461263,115315.75,4,20,20,20.0,Saturday,3,Bebe Rexha,3,2019-08-17 20:44:01+00:00,2019-08-17 20:48:30+00:00,4.483333333333333,1,5,0
1243,3052561,218040.07142857142,14,18,19,18.071428571428573,Sunday,1,BTS,14,2019-08-18 18:10:58+00:00,2019-08-18 19:02:38+00:00,51.666666666666664,1,6,0
1244,1124513,187418.83333333334,6,21,21,21.0,Sunday,1,BTS,5,2019-08-18 21:12:17+00:00,2019-08-18 21:38:11+00:00,25.9,1,6,0
1245,2374215,197851.25,12,1,2,1.4166666666666667,Tuesday,9,ZICO,12,2019-08-20 01:36:33+00:00,2019-08-20 02:40:09+00:00,63.6,0,1,2
1246,52521,52521.0,1,4,4,4.0,Tuesday,1,Post Malone,1,2019-08-20 04:26:53+00:00,2019-08-20 04:26:53+00:00,0.0,0,1,3
1247,484798,161599.33333333334,3,19,19,19.0,Tuesday,3,Post Malone,3,2019-08-20 19:12:53+00:00,2019-08-20 19:16:09+00:00,3.2666666666666666,0,1,0
1248,181400,181400.0,1,0,0,0.0,Wednesday,1,Jonas Brothers,1,2019-08-21 00:27:44+00:00,2019-08-21 00:27:44+00:00,0.0,0,2,3
1249,1450376,131852.36363636365,11,1,2,1.4545454545454546,Wednesday,9,Jay Park,9,2019-08-21 01:37:26+00:00,2019-08-21 02:15:02+00:00,37.6,0,2,3
1250,8517,8517.0,1,18,18,18.0,Wednesday,1,Jonas Brothers,1,2019-08-21 18:52:30+00:00,2019-08-21 18:52:30+00:00,0.0,0,2,0
1251,803922,160784.4,5,13,13,13.0,Thursday,5,Bebe Rexha,5,2019-08-22 13:35:28+00:00,2019-08-22 13:46:24+00:00,10.933333333333334,0,3,0
1252,343705,171852.5,2,14,15,14.5,Thursday,2,Jonas Brothers,2,2019-08-22 14:50:24+00:00,2019-08-22 15:00:39+00:00,10.25,0,3,0
1253,907348,151224.66666666666,6,20,20,20.0,Thursday,5,Bebe Rexha,5,2019-08-22 20:39:31+00:00,2019-08-22 20:54:37+00:00,15.1,0,3,0
1254,2676081,157416.5294117647,17,2,3,2.176470588235294,Friday,15,Calvin Harris,16,2019-08-23 02:03:18+00:00,2019-08-23 03:21:20+00:00,78.03333333333333,0,4,2
1255,512416,170805.33333333334,3,13,13,13.0,Friday,3,Gaeko,3,2019-08-23 13:24:07+00:00,2019-08-23 13:31:27+00:00,7.333333333333333,0,4,0
1256,3407,3407.0,1,14,14,14.0,Friday,1,Mad Clown,1,2019-08-23 14:37:47+00:00,2019-08-23 14:37:47+00:00,0.0,0,4,0
1257,1040701,173450.16666666666,6,12,12,12.0,Saturday,6,Post Malone,6,2019-08-24 12:38:13+00:00,2019-08-24 12:52:50+00:00,14.616666666666667,1,5,0
1258,2641506,146750.33333333334,18,20,21,20.38888888888889,Saturday,14,Post Malone,17,2019-08-24 20:26:10+00:00,2019-08-24 21:22:05+00:00,55.916666666666664,1,5,2
1259,1347030,168378.75,8,23,0,8.625,Saturday,7,Charlie Puth,7,2019-08-24 23:55:47+00:00,2019-08-25 00:21:09+00:00,25.366666666666667,1,5,3
1260,648668,108111.33333333333,6,21,22,21.833333333333332,Sunday,5,Imagine Dragons,5,2019-08-25 21:57:18+00:00,2019-08-25 22:15:38+00:00,18.333333333333332,1,6,0
1261,1144589,190764.83333333334,6,13,13,13.0,Monday,6,Mad Clown,6,2019-08-26 13:22:29+00:00,2019-08-26 13:41:48+00:00,19.316666666666666,0,0,0
1262,941119,156853.16666666666,6,14,14,14.0,Monday,5,BTS,5,2019-08-26 14:29:57+00:00,2019-08-26 14:50:46+00:00,20.816666666666666,0,0,0
1263,1608941,160894.1,10,0,1,0.6,Tuesday,8,G-Eazy,10,2019-08-27 00:50:42+00:00,2019-08-27 01:15:44+00:00,25.033333333333335,0,1,3
1264,2344025,180309.61538461538,13,2,2,2.0,Tuesday,11,Jay Park,13,2019-08-27 02:17:20+00:00,2019-08-27 02:56:40+00:00,39.333333333333336,0,1,2
1265,612624,122524.8,5,13,13,13.0,Tuesday,4,Sigala,4,2019-08-27 13:19:27+00:00,2019-08-27 13:30:59+00:00,11.533333333333333,0,1,0
1266,1107795,184632.5,6,14,14,14.0,Tuesday,2,GD X TAEYANG,6,2019-08-27 14:32:52+00:00,2019-08-27 14:51:44+00:00,18.866666666666667,0,1,0
1267,413466,137822.0,3,20,20,20.0,Tuesday,1,BTS,2,2019-08-27 20:41:35+00:00,2019-08-27 20:46:10+00:00,4.583333333333333,0,1,0
1268,2051826,186529.63636363635,11,2,3,2.727272727272727,Wednesday,2,BTS,11,2019-08-28 02:50:49+00:00,2019-08-28 03:29:00+00:00,38.18333333333333,0,2,3
1269,884539,176907.8,5,16,16,16.0,Wednesday,1,BTS,5,2019-08-28 16:11:23+00:00,2019-08-28 16:25:15+00:00,13.866666666666667,0,2,0
1270,855226,171045.2,5,0,1,0.2,Thursday,2,BTS,4,2019-08-29 00:45:45+00:00,2019-08-29 01:00:03+00:00,14.3,0,3,3
1271,878901,175780.2,5,19,20,19.8,Thursday,1,BTS,4,2019-08-29 19:59:09+00:00,2019-08-29 20:13:08+00:00,13.983333333333333,0,3,0
1272,1162855,193809.16666666666,6,2,2,2.0,Friday,2,BTS,6,2019-08-30 02:33:27+00:00,2019-08-30 02:53:42+00:00,20.25,0,4,3
1273,1800250,163659.0909090909,11,19,20,19.272727272727273,Saturday,6,BTS,11,2019-08-31 19:39:13+00:00,2019-08-31 20:11:22+00:00,32.15,1,5,0
1274,2955411,123142.125,24,21,23,21.541666666666668,Saturday,16,GOT7,20,2019-08-31 21:23:39+00:00,2019-08-31 23:03:16+00:00,99.61666666666666,1,5,2
1275,1706763,113784.2,15,1,2,1.0666666666666667,Sunday,14,Dua Lipa,14,2019-09-01 01:28:11+00:00,2019-09-01 02:13:38+00:00,45.45,1,6,2
1276,2545594,149740.82352941178,17,19,20,19.11764705882353,Sunday,11,NCT 127,14,2019-09-01 19:13:39+00:00,2019-09-01 20:01:51+00:00,48.2,1,6,2
1277,3047,1523.5,2,20,20,20.0,Sunday,2,B.A.P,2,2019-09-01 20:39:51+00:00,2019-09-01 20:40:22+00:00,0.5166666666666667,1,6,0
1278,853299,142216.5,6,13,13,13.0,Tuesday,5,G-Eazy,6,2019-09-03 13:16:03+00:00,2019-09-03 13:56:38+00:00,40.583333333333336,0,1,0
1279,994333,198866.6,5,22,22,22.0,Tuesday,3,BTS,5,2019-09-03 22:16:20+00:00,2019-09-03 22:34:35+00:00,18.25,0,1,0
1280,368585,122861.66666666667,3,23,23,23.0,Tuesday,2,G-Eazy,3,2019-09-03 23:45:08+00:00,2019-09-03 23:50:18+00:00,5.166666666666667,0,1,0
1281,237802,118901.0,2,1,1,1.0,Wednesday,2,BTS,2,2019-09-04 01:30:20+00:00,2019-09-04 01:58:57+00:00,28.616666666666667,0,2,3
1282,2112916,117384.22222222222,18,3,3,3.0,Wednesday,9,New Order,17,2019-09-04 03:08:12+00:00,2019-09-04 03:53:52+00:00,45.666666666666664,0,2,2
1283,1238617,112601.54545454546,11,13,13,13.0,Wednesday,6,BTS,11,2019-09-04 13:23:23+00:00,2019-09-04 13:44:53+00:00,21.5,0,2,0
1284,1562487,142044.27272727274,11,14,14,14.0,Wednesday,4,BTS,11,2019-09-04 14:27:10+00:00,2019-09-04 14:51:19+00:00,24.15,0,2,0
1285,1737680,96537.77777777778,18,20,20,20.0,Wednesday,15,Lil Nas X,15,2019-09-04 20:24:18+00:00,2019-09-04 20:55:47+00:00,31.483333333333334,0,2,2
1286,1755948,125424.85714285714,14,0,1,0.14285714285714285,Thursday,12,David Guetta,14,2019-09-05 00:23:14+00:00,2019-09-05 01:11:38+00:00,48.4,0,3,2
1287,498068,124517.0,4,12,13,12.75,Thursday,4,Fifth Harmony,4,2019-09-05 12:58:16+00:00,2019-09-05 13:13:17+00:00,15.016666666666667,0,3,0
1288,1012174,126521.75,8,14,14,14.0,Thursday,7,GOT7,8,2019-09-05 14:28:22+00:00,2019-09-05 14:50:33+00:00,22.183333333333334,0,3,0
1289,586972,146743.0,4,18,18,18.0,Thursday,4,I Am King,4,2019-09-05 18:24:45+00:00,2019-09-05 18:35:20+00:00,10.583333333333334,0,3,0
1290,4305668,165602.61538461538,26,22,23,22.76923076923077,Thursday,9,Fall Out Boy,24,2019-09-05 22:37:31+00:00,2019-09-05 23:57:20+00:00,79.81666666666666,0,3,2
1291,1837564,108092.0,17,13,13,13.0,Friday,13,BTS,15,2019-09-06 13:23:43+00:00,2019-09-06 13:59:05+00:00,35.36666666666667,0,4,2
1292,1317572,101351.69230769231,13,0,1,0.6923076923076923,Saturday,8,BTS,11,2019-09-07 00:43:13+00:00,2019-09-07 01:12:03+00:00,28.833333333333332,1,5,3
1293,583193,72899.125,8,4,4,4.0,Saturday,7,Shreya Ghoshal,7,2019-09-07 04:27:03+00:00,2019-09-07 04:39:35+00:00,12.533333333333333,1,5,3
1294,376757,125585.66666666667,3,14,14,14.0,Saturday,3,BTS,3,2019-09-07 14:19:17+00:00,2019-09-07 14:22:49+00:00,3.533333333333333,1,5,0
1295,919525,153254.16666666666,6,16,17,16.166666666666668,Saturday,5,Neha Kakkar,5,2019-09-07 16:44:02+00:00,2019-09-07 17:00:06+00:00,16.066666666666666,1,5,0
1296,583210,194403.33333333334,3,17,18,17.333333333333332,Saturday,3,Yo Yo Honey Singh,3,2019-09-07 17:51:09+00:00,2019-09-07 18:19:21+00:00,28.2,1,5,0
1297,912596,101399.55555555556,9,19,19,19.0,Saturday,5,Arijit Singh,6,2019-09-07 19:18:53+00:00,2019-09-07 19:50:40+00:00,31.783333333333335,1,5,0
1298,1207163,172451.85714285713,7,21,22,21.142857142857142,Saturday,6,Arijit Singh,6,2019-09-07 21:35:39+00:00,2019-09-07 22:02:26+00:00,26.783333333333335,1,5,0
1299,1228604,204767.33333333334,6,22,23,22.666666666666668,Saturday,5,Alyssa Mendonsa,5,2019-09-07 22:54:17+00:00,2019-09-07 23:15:37+00:00,21.333333333333332,1,5,0
1300,1862548,232818.5,8,2,2,2.0,Sunday,1,BTS,8,2019-09-08 02:19:43+00:00,2019-09-08 02:54:53+00:00,35.166666666666664,1,6,3
1301,5833,5833.0,1,17,17,17.0,Sunday,1,BTS,1,2019-09-08 17:37:54+00:00,2019-09-08 17:37:54+00:00,0.0,1,6,0
1302,2532489,120594.71428571429,21,18,19,18.19047619047619,Sunday,2,Kenshi Yonezu,10,2019-09-08 18:15:32+00:00,2019-09-08 19:04:55+00:00,49.38333333333333,1,6,2
1303,523518,261759.0,2,20,20,20.0,Sunday,1,Post Malone,2,2019-09-08 20:38:30+00:00,2019-09-08 20:43:37+00:00,5.116666666666666,1,6,0
1304,668850,133770.0,5,4,4,4.0,Monday,1,Post Malone,5,2019-09-09 04:36:34+00:00,2019-09-09 04:44:11+00:00,7.616666666666666,0,0,3
1305,61765,61765.0,1,13,13,13.0,Monday,1,Post Malone,1,2019-09-09 13:36:49+00:00,2019-09-09 13:36:49+00:00,0.0,0,0,0
1306,1698015,188668.33333333334,9,1,2,1.5555555555555556,Tuesday,1,Post Malone,7,2019-09-10 01:43:31+00:00,2019-09-10 02:10:56+00:00,27.416666666666668,0,1,3
1307,2934590,209613.57142857142,14,2,3,2.9285714285714284,Tuesday,1,Post Malone,7,2019-09-10 02:59:58+00:00,2019-09-10 03:54:11+00:00,54.21666666666667,0,1,3
1308,1199904,199984.0,6,13,13,13.0,Tuesday,1,Post Malone,6,2019-09-10 13:19:14+00:00,2019-09-10 13:38:45+00:00,19.516666666666666,0,1,0
1309,854625,142437.5,6,14,14,14.0,Tuesday,1,Post Malone,5,2019-09-10 14:14:18+00:00,2019-09-10 14:29:19+00:00,15.016666666666667,0,1,0
1310,290529,96843.0,3,23,0,7.666666666666667,Tuesday,1,Post Malone,2,2019-09-10 23:58:22+00:00,2019-09-11 00:33:07+00:00,34.75,0,1,3
1311,262283,131141.5,2,3,3,3.0,Wednesday,1,Post Malone,2,2019-09-11 03:28:57+00:00,2019-09-11 03:32:46+00:00,3.816666666666667,0,2,3
1312,365543,121847.66666666667,3,13,13,13.0,Wednesday,1,Post Malone,3,2019-09-11 13:48:57+00:00,2019-09-11 13:57:48+00:00,8.85,0,2,0
1313,1035740,207148.0,5,20,20,20.0,Thursday,2,Post Malone,5,2019-09-12 20:11:11+00:00,2019-09-12 20:40:24+00:00,29.216666666666665,0,3,0
1314,1460932,162325.77777777778,9,1,1,1.0,Friday,1,BTS,8,2019-09-13 01:20:45+00:00,2019-09-13 01:48:11+00:00,27.433333333333334,0,4,3
1315,1353518,225586.33333333334,6,3,4,3.5,Friday,1,Post Malone,4,2019-09-13 03:49:35+00:00,2019-09-13 04:09:56+00:00,20.35,0,4,3
1316,949232,189846.4,5,13,13,13.0,Friday,1,BTS,5,2019-09-13 13:39:11+00:00,2019-09-13 13:51:34+00:00,12.383333333333333,0,4,0
1317,60000,60000.0,1,14,14,14.0,Friday,1,Agust D,1,2019-09-13 14:36:33+00:00,2019-09-13 14:36:33+00:00,0.0,0,4,0
1318,2012653,125790.8125,16,20,20,20.0,Friday,13,NCT 127,16,2019-09-13 20:24:37+00:00,2019-09-13 20:56:34+00:00,31.95,0,4,2
1319,372394,124131.33333333333,3,23,0,15.333333333333334,Friday,3,BTS,3,2019-09-13 23:54:47+00:00,2019-09-14 00:02:30+00:00,7.716666666666667,0,4,0
1320,2227483,148498.86666666667,15,1,2,1.8666666666666667,Saturday,12,Clean Bandit,14,2019-09-14 01:56:01+00:00,2019-09-14 02:46:19+00:00,50.3,1,5,2
1321,828152,207038.0,4,2,2,2.0,Sunday,1,Camila Cabello,1,2019-09-15 02:21:30+00:00,2019-09-15 02:32:55+00:00,11.416666666666666,1,6,3
1322,5251277,181078.5172413793,29,3,4,3.3793103448275863,Sunday,3,Camila Cabello,3,2019-09-15 03:07:07+00:00,2019-09-15 04:38:52+00:00,91.75,1,6,2
1323,1564343,195542.875,8,15,16,15.375,Sunday,2,Camila Cabello,2,2019-09-15 15:43:51+00:00,2019-09-15 16:06:08+00:00,22.283333333333335,1,6,0
1324,992885,165480.83333333334,6,17,17,17.0,Sunday,2,Post Malone,2,2019-09-15 17:41:44+00:00,2019-09-15 17:59:50+00:00,18.1,1,6,0
1325,4451112,139097.25,32,22,23,22.59375,Sunday,5,Claude Debussy,27,2019-09-15 22:30:42+00:00,2019-09-15 23:58:43+00:00,88.01666666666667,1,6,2
1326,207038,207038.0,1,0,0,0.0,Monday,1,Camila Cabello,1,2019-09-16 00:43:35+00:00,2019-09-16 00:43:35+00:00,0.0,0,0,3
1327,4676701,146146.90625,32,1,3,1.84375,Tuesday,21,Yo Yo Honey Singh,24,2019-09-17 01:04:08+00:00,2019-09-17 03:31:31+00:00,147.38333333333333,0,1,1
1328,245838,122919.0,2,14,14,14.0,Tuesday,2,NCT DREAM,2,2019-09-17 14:19:08+00:00,2019-09-17 14:23:58+00:00,4.833333333333333,0,1,0
1329,11216,11216.0,1,20,20,20.0,Tuesday,1,Tony Kakkar,1,2019-09-17 20:46:37+00:00,2019-09-17 20:46:37+00:00,0.0,0,1,0
1330,181861,181861.0,1,3,3,3.0,Wednesday,1,BTS,1,2019-09-18 03:00:54+00:00,2019-09-18 03:00:54+00:00,0.0,0,2,3
1331,938015,156335.83333333334,6,13,13,13.0,Wednesday,3,Camila Cabello,4,2019-09-18 13:21:49+00:00,2019-09-18 13:40:50+00:00,19.016666666666666,0,2,0
1332,790510,158102.0,5,20,20,20.0,Wednesday,3,BTS,5,2019-09-18 20:44:58+00:00,2019-09-18 20:57:14+00:00,12.266666666666667,0,2,0
1333,51085,51085.0,1,1,1,1.0,Thursday,1,BTS,1,2019-09-19 01:03:16+00:00,2019-09-19 01:03:16+00:00,0.0,0,3,3
1334,1367998,170999.75,8,13,13,13.0,Thursday,5,BTS,5,2019-09-19 13:05:26+00:00,2019-09-19 13:30:12+00:00,24.766666666666666,0,3,0
1335,777484,111069.14285714286,7,19,19,19.0,Thursday,6,The Wanted,6,2019-09-19 19:10:29+00:00,2019-09-19 19:33:52+00:00,23.383333333333333,0,3,0
1336,2352798,147049.875,16,1,2,1.0625,Friday,14,Jonas Brothers,16,2019-09-20 01:12:46+00:00,2019-09-20 02:11:06+00:00,58.333333333333336,0,4,2
1337,46585,46585.0,1,3,3,3.0,Friday,1,Tony Kakkar,1,2019-09-20 03:05:55+00:00,2019-09-20 03:05:55+00:00,0.0,0,4,3
1338,415318,138439.33333333334,3,0,0,0.0,Saturday,1,Camila Cabello,1,2019-09-21 00:02:43+00:00,2019-09-21 00:10:49+00:00,8.1,1,5,3
1339,2848281,189885.4,15,14,16,15.0,Saturday,12,The Chainsmokers,15,2019-09-21 14:59:29+00:00,2019-09-21 16:01:43+00:00,62.233333333333334,1,5,2
1340,1387596,138759.6,10,18,18,18.0,Saturday,9,Tony Kakkar,9,2019-09-21 18:02:15+00:00,2019-09-21 18:59:29+00:00,57.233333333333334,1,5,2
1341,197858,98929.0,2,22,22,22.0,Saturday,1,Vishal Mishra,1,2019-09-21 22:12:29+00:00,2019-09-21 22:15:16+00:00,2.783333333333333,1,5,0
1342,934709,186941.8,5,18,18,18.0,Sunday,2,Camila Cabello,5,2019-09-22 18:15:50+00:00,2019-09-22 18:35:33+00:00,19.716666666666665,1,6,0
1343,3786,3786.0,1,22,22,22.0,Sunday,1,BTS,1,2019-09-22 22:16:04+00:00,2019-09-22 22:16:04+00:00,0.0,1,6,0
1344,1291199,184457.0,7,23,23,23.0,Sunday,1,BTS,7,2019-09-22 23:31:47+00:00,2019-09-22 23:51:22+00:00,19.583333333333332,1,6,0
1345,31021,31021.0,1,3,3,3.0,Monday,1,BTS,1,2019-09-23 03:13:07+00:00,2019-09-23 03:13:07+00:00,0.0,0,0,3
1346,459146,229573.0,2,3,3,3.0,Monday,1,Post Malone,1,2019-09-23 03:44:02+00:00,2019-09-23 03:48:06+00:00,4.066666666666666,0,0,3
1347,226410,226410.0,1,15,15,15.0,Monday,1,Post Malone,1,2019-09-23 15:06:32+00:00,2019-09-23 15:06:32+00:00,0.0,0,0,0
1348,307132,153566.0,2,1,1,1.0,Tuesday,1,Post Malone,2,2019-09-24 01:22:41+00:00,2019-09-24 01:25:59+00:00,3.3,0,1,3
1349,1445045,206435.0,7,13,13,13.0,Tuesday,6,Post Malone,7,2019-09-24 13:27:50+00:00,2019-09-24 13:49:24+00:00,21.566666666666666,0,1,0
1350,828476,165695.2,5,20,21,20.8,Tuesday,1,Post Malone,5,2019-09-24 20:57:23+00:00,2019-09-24 21:13:34+00:00,16.183333333333334,0,1,0
1351,732246,122041.0,6,1,1,1.0,Wednesday,6,Darshan Raval,6,2019-09-25 01:35:23+00:00,2019-09-25 01:47:02+00:00,11.65,0,2,3
1352,190987,95493.5,2,2,2,2.0,Wednesday,2,BTS,2,2019-09-25 02:42:53+00:00,2019-09-25 02:54:57+00:00,12.066666666666666,0,2,3
1353,698413,174603.25,4,13,13,13.0,Wednesday,3,BTS,3,2019-09-25 13:47:53+00:00,2019-09-25 13:59:22+00:00,11.483333333333333,0,2,0
1354,1094599,156371.2857142857,7,15,16,15.571428571428571,Wednesday,5,Arijit Singh,5,2019-09-25 15:34:54+00:00,2019-09-25 16:26:51+00:00,51.95,0,2,0
1355,1965411,178673.72727272726,11,18,19,18.363636363636363,Wednesday,5,Post Malone,10,2019-09-25 18:36:52+00:00,2019-09-25 19:13:00+00:00,36.13333333333333,0,2,0
1356,1408615,128055.90909090909,11,3,3,3.0,Thursday,9,The Chainsmokers,9,2019-09-26 03:04:19+00:00,2019-09-26 03:29:19+00:00,25.0,0,3,3
1357,859124,143187.33333333334,6,4,4,4.0,Thursday,2,Arijit Singh,4,2019-09-26 04:13:31+00:00,2019-09-26 04:30:46+00:00,17.25,0,3,3
1358,988436,141205.14285714287,7,13,13,13.0,Thursday,3,T-ARA,7,2019-09-26 13:25:54+00:00,2019-09-26 13:39:55+00:00,14.016666666666667,0,3,0
1359,1454842,132258.36363636365,11,17,18,17.636363636363637,Thursday,2,BTS,11,2019-09-26 17:50:42+00:00,2019-09-26 18:16:37+00:00,25.916666666666668,0,3,0
1360,1713744,122410.28571428571,14,0,1,0.14285714285714285,Friday,11,BTS,14,2019-09-27 00:31:33+00:00,2019-09-27 01:03:46+00:00,32.21666666666667,0,4,2
1361,210744,210744.0,1,2,2,2.0,Friday,1,Post Malone,1,2019-09-27 02:08:53+00:00,2019-09-27 02:08:53+00:00,0.0,0,4,3
